immigrant,female,black,hispanic,white,mixedrace,urban1997,rural1997,never_married,married,separated,divorced,widowed,ever_in_gang,victim_breakin_lt12yrs,victim_bully_lt12yrs,victim_shooting_lt12yrs,victim_breakin_12to18,victim_bully_12to18,victim_shooting_12to18,VictViolentCrime,ms_suspension,hs_suspension,hs_grad,college_degree,ged,special_education_history,bilingual_education_history,gifted_education_history,veteran,age,days_ms_suspension,days_hs_suspension,number_grades_repeated,number_grades_skipped,years_education_completed,highest_degree,SAT_math_score_2007,SAT_verbal_score_2007,ACT_score_2007,number_schools_attended,parent_expectation_in_jail_by20,age_first_incarcerated,income1996IA,income1997IA,income1998IA,income1999IA,income2000IA,income2001IA,income2002IA,income2003IA,income2004IA,income2005IA,income2006IA,income2007IA,income2008IA,income2009IA,income2010IA,income2012IA,income2014IA,income2016IA,income_20,income_25,income_30,income_35,assets_20,assets_25,assets_30,assets_35,debts_20,debts_25,debts_30,debts_35,total_n_incarcerated,total_months_incarcerated,months_longest_incarceration,months_first_incarceration,number_jobs_since20,Incarcerated,RelativeDied,Homeless,HHHospital,HHJail,NumSchoolsAttended
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,1,0,V,V,V,0,16,0,8,V,V,17,4,V,V,V,V,V,19,2509.2,NA,NA,NA,NA,NA,NA,NA,NA,16236,NA,NA,NA,24796.8,39600,41055,43610.79,48400,NA,12300,33000,39289,NA,5421,63106,NA,V,0,16900,0,2,2,1,1,7,1,NA,NA,NA,NA,NA
0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,1,0,0,0,1,V,V,V,0,14,30,0,V,V,9,1,V,V,V,V,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59400,NA,NA,NA,NA,NA,NA,NA,NA,23275,NA,NA,V,17250,V,V,0,0,V,V,1,0,NA,NA,NA,NA,NA
0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,2,2,0,16,0,0,1,I,17,5,V,V,4,3,10,V,250.92,3260.25,7577.5266,NA,NA,3998.4,40219.2,36660,41757.6,50331.6,45208.1,38906.4,35497.8,38572.8,36960,43951.7925,44124.2538,45646.7,NA,38130,30800,39751.58,1112,NA,37252,71632.26,0,29233,61800,75000,0,0,V,V,3,0,0,0,0,0,3
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,V,V,V,0,15,0,0,1,0,12,2,V,V,I,3,0,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,V,V,V,0,0,V,V,I,0,NA,NA,NA,NA,3
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,16,0,0,0,0,16,4,V,V,4,2,0,V,7527.6,33925.92,26986.4658,NA,36487.5,43982.4,42134.4,43992,48717.2,45460.8,49884.8,56863.2,58025.25,61992,72600,54337.5,78477,71500,24325,34440,60500,70700,13622,4865,87570,162630,17260,20040,28000,28000,0,0,V,V,3,0,0,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,12,0,0,0,0,20,5,V,V,V,2,V,V,501.84,NA,934.92,223.2,NA,3998.4,NA,36660,27838.4,26594.568,14030.1,4489.2,27306,44083.2,44880,42262.5,67266,NA,20320,35840,60600,NA,4127.5,2286,82423,NA,6300,130200,94000,V,0,0,V,V,8,0,1,0,1,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,1,15,0,12,0,0,12,2,I,I,V,3,0,27,NA,16905,18698.4,26784,25020,35985.6,42134.4,36660,38277.8,16236,54561.5,65841.6,75091.5,89544,92400,108675,106504.5,110000,24480,41650,77000,100000,0,2720,15980,210800,0,2500,8000,15000,1,1,1,1,5,1,0,0,0,0,3
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,12,0,0,I,I,16,3,V,V,4,3,V,20,250.92,NA,NA,2232,4170,7996.8,3830.4,27495,20878.8,NA,6235.6,17956.8,16383.6,16531.2,15840,14490,5605.5,18700,15240,13440,5050,NA,0,0,31.75,NA,300,5000,30800,V,2,2,1,1,19,1,0,0,0,0,3
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,2,0,13,0,3,1,0,15,1,V,V,V,3,V,V,627.3,144.9,584.325,446.4,4170,15993.6,NA,14664,24358.6,21106.8,26501.3,28012.608,43689.6,46838.4,44880,31395,NA,NA,10400,35520,27300,NA,1300,2210,26652.6,NA,14,13530,17250,V,0,0,V,V,6,0,0,0,0,1,3
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,15,0,0,0,I,18,5,4,5,5,3,0,V,6273,7245,16361.1,NA,22935,NA,21067.2,18330,NA,4870.8,3897.25,74820,54612,27552,10560,65205,72871.5,104500,NA,2975,8800,95000,0,34952,10880,108800,7000,45000,76000,20000,0,0,V,V,12,0,0,0,0,0,3
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1,14,0,0,0,0,14,1,V,V,I,4,V,V,1254.6,1690.5,4674.6,15624,NA,NA,19152,29328,13919.2,12988.8,NA,NA,40959,57859.2,52800,118335,NA,13200,13300,NA,102900,NA,931,532,3325,2660,500,23450,I,21800,0,0,V,V,I,0,0,0,0,0,4
0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,12,0,0,I,I,12,2,V,V,V,4,V,V,NA,241.5,NA,6696,20850,NA,17236.8,21996,20878.8,29224.8,32736.9,22446,25940.7,19286.4,17160,NA,24664.2,23100,15240,15680,22220,NA,3175,0,0,NA,15000,18000,24300,V,0,0,V,V,10,0,1,0,1,0,4
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,V,V,V,0,13,0,5,1,0,12,2,V,V,3,3,V,V,501.84,603.75,467.46,2232,6255,13994.4,9576,9165,20878.8,6494.4,1247.12,2992.8,2730.6,NA,NA,6037.5,NA,5500,6500,2220,5250,NA,65,0,32500,NA,4100,26500,49000,V,0,0,V,V,16,0,0,0,0,0,3
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,0,I,20,5,V,V,4,2,V,V,376.38,1207.5,3505.95,4017.6,6255,NA,19152,21996,26098.5,29224.8,18706.8,2244.6,68265,68880,62700,4830,NA,103400,13300,1740,4200,NA,266,3990,65170,139650,250,27070,126000,175000,0,0,V,V,8,0,0,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,12,0,0,0,0,16,4,V,V,5,2,V,V,NA,NA,NA,2232,NA,15993.6,17236.8,18330,34798,35719.2,38972.5,59856,43689.6,38572.8,34320,30187.5,24664.2,27500,25400,31360,22220,NA,1651,508,381,NA,18500,20300,25000,V,0,0,V,V,12,0,1,0,0,0,2
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,2,0,13,0,0,2,0,12,2,V,V,V,2,V,V,1555.704,2340.135,14023.8,1116,31275,41983.2,NA,NA,64376.3,58449.6,54561.5,64345.2,55977.3,57859.2,42240,55545,58297.2,60500,NA,45510,48300,NA,NA,3250,9750,NA,21000,0,I,V,0,0,V,V,1,0,0,0,1,0,2
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,V,V,V,0,16,0,0,I,0,9,0,V,V,V,4,0,V,451.656,3622.5,3739.68,8928,NA,2872.8504,NA,27495,12179.3,40590,NA,32920.8,NA,22041.6,26400,26565,24664.2,55000,NA,30750,22000,22220,0,0,834,834,0,0,I,0,0,0,V,V,20,0,1,0,0,0,4
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,2,1,12,0,1,0,0,9,1,V,V,V,4,V,28,NA,3864,701.19,5870.16,2293.5,10795.68,NA,NA,66116.2,NA,57679.3,71827.2,65534.4,86788.8,58080,66412.5,35875.2,19800,48260,70560,32320,NA,60325,11430,1016,NA,17200,37500,30600,V,1,1,1,1,1,1,0,0,0,1,4
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,15,0,0,0,0,16,4,V,V,4,2,0,V,NA,4830,5843.25,NA,13552.5,13994.4,19152,129615.096,73075.8,73062,76386.1,NA,40959,52348.8,60720,82110,84082.5,66000,9520,58310,50600,60000,0,NA,2312,374000,1000,18500,42000,51000,0,0,V,V,I,0,0,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,13,0,0,0,0,16,4,V,V,4,2,V,V,NA,NA,7011.9,11160,12510,11995.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,74865,NA,NA,NA,NA,65100,NA,NA,NA,74100,NA,V,V,33500,V,0,0,V,V,3,0,0,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,12,0,0,0,0,11,1,V,V,V,3,V,V,NA,120.75,NA,1640.52,4170,15993.6,21067.2,31161,33058.1,38966.4,38972.5,37410,35497.8,38572.8,52800,50111.25,47646.75,47300,24130,31360,42925,NA,381,889,NA,NA,1400,14500,9000,V,0,0,V,V,3,0,0,0,0,0,3
0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,V,V,V,0,15,0,0,1,0,NA,2,V,V,V,2,0,V,2609.568,483,14023.8,2232,4170,3998.4,NA,NA,NA,4870.8,14030.1,NA,23210.1,NA,NA,NA,NA,NA,2720,10710,NA,NA,0,2448,NA,1360,0,12000,I,0,0,0,V,V,6,0,1,0,0,0,2
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,1,1,12,0,0,0,0,16,4,V,V,3,2,V,V,NA,NA,NA,1339.2,1251,NA,19152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71500,NA,NA,NA,NA,635,3810,41275,NA,1500,0,19000,V,0,0,V,V,5,0,1,0,0,0,2
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,18,5,V,V,5,1,0,V,1756.44,4830,9349.2,2678.4,NA,17992.8,11491.2,18330,40017.7,47084.4,43649.2,44892,47785.5,49593.6,43560,50715,49328.4,50270,NA,35670,36300,44440,1668,4865,9730,37530,300,22500,14000,40500,0,0,V,V,14,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,2,1,14,0,0,0,0,19,4,V,V,4,3,V,V,1254.6,1207.5,2337.3,4464,20850,11995.2,22982.4,21996,31318.2,14612.4,24942.4,14964,35497.8,44083.2,42240,41055,62781.6,74800,15960,11600,35700,NA,15960,23940,104006,232750,0,1250,26300,0,0,0,V,V,6,0,0,0,0,0,3
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,2,2,0,12,0,0,0,0,12,2,V,V,I,3,V,V,NA,NA,NA,NA,NA,NA,957.6,NA,8699.5,NA,1558.9,15562.56,20295.1845,NA,13561.68,217749.6825,36435.75,NA,6350,NA,32825,NA,57.15,381000,326390,NA,0,39000,16000,V,0,0,V,V,6,0,0,0,1,0,3
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1,13,0,0,0,0,18,5,V,V,4,3,V,V,NA,NA,1168.65,1116,6255,3998.4,9576,9165,29578.3,12988.8,59238.2,59856,68265,61992,72600,66412.5,61660.5,77000,6500,55500,57750,NA,6500,78000,292500,NA,0,20000,40000,V,0,0,V,V,1,0,0,0,0,0,3
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,2,2,0,16,0,0,0,0,11,1,V,V,V,1,5,20,5821.344,NA,NA,NA,25020,25989.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123321,NA,16680,NA,NA,111100,0,NA,NA,0,1500,V,V,9000,2,7,6,1,8,1,1,0,0,0,1
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,V,V,V,0,13,0,0,V,V,12,2,V,V,4,2,V,V,NA,NA,NA,NA,NA,NA,47880,NA,NA,37342.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,NA,390000,NA,5000,V,5000,V,0,0,V,V,5,0,NA,NA,NA,NA,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,2,0,16,0,0,0,I,16,4,V,V,4,2,V,V,2509.2,2898,5843.25,NA,4170,7996.8,11491.2,32994,38277.8,40590,42090.3,34417.2,NA,11020.8,9240,1811.25,7847.7,NA,2780,30750,7700,7070,5560,13205,54210,111200,0,3000,9000,4000,0,0,V,V,12,0,0,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,2,0,13,0,0,0,I,20,5,V,V,4,2,V,V,501.84,1086.75,1051.785,1473.12,1251,5997.6,7660.8,12831,26098.5,16236,15589,21548.16,20479.5,19286.4,36960,68827.5,76234.8,94600,9100,16650,59850,NA,NA,8450,93600,NA,2500,19500,8000,V,0,0,V,V,7,0,0,0,0,0,2
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,16,0,0,0,0,19,3,V,V,4,1,0,30,NA,1932,2337.3,NA,6255,4998,NA,NA,NA,16236,28060.2,25139.52,NA,30307.2,NA,26565,NA,NA,4170,12300,NA,NA,250.2,166.8,0,NA,1000,27470,21500,V,2,5,3,3,8,1,1,0,1,0,1
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,20,7,V,V,5,2,0,V,5018.4,4830,11686.5,NA,16680,15993.6,13406.4,NA,17399,14612.4,NA,156153.8292,166557.0429,179437.9104,192722.64,217749.6825,134532,132000,11120,11070,160602.2,121200,0,10425,12510,36835,150,101500,125250,30000,0,0,V,V,8,0,0,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,0,0,16,4,V,V,V,2,V,V,37.638,784.875,NA,NA,NA,19992,NA,NA,NA,NA,NA,NA,NA,NA,18480,8452.5,13453.2,39600,NA,NA,7350,NA,7980,69825,54197.5,53865,0,9600,30000,42000,0,0,V,V,4,0,0,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,2,2,2,0,12,0,0,0,0,10,0,V,V,V,4,V,V,NA,NA,NA,2399.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,NA,NA,NA,NA,4
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,1,0,16,0,0,0,I,19,5,V,V,4,2,0,V,NA,4830,4674.6,4464,10425,9996,NA,36660,43497.5,48708,59238.2,67338,61438.5,48216,60390,54337.5,53812.8,50600,6950,36900,50325,48480,2780,18070,22240,72280,0,37000,3000,1000,0,0,V,V,6,0,0,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,2,2,0,12,0,0,0,I,17,4,V,V,4,2,V,V,NA,2415,2337.3,1116,1042.5,NA,NA,4582.5,6959.6,6494.4,6235.6,11223,87379.2,82656,100320,NA,NA,NA,5080,67200,NA,NA,1905,37465,NA,NA,0,10000,V,V,0,0,V,V,2,0,0,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,13,0,0,0,0,20,7,V,V,5,2,V,V,301.104,241.5,934.92,1339.2,6255,6397.44,957.6,9165,6959.6,17088.39,9353.4,NA,NA,NA,33000,67620,72871.5,259472.4,6500,NA,58800,NA,14300,29900,117000,NA,6500,114200,170000,V,0,0,V,V,8,0,1,0,1,0,2
0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,2,0,14,0,0,0,0,14,3,V,V,5,2,V,V,NA,2898,4674.6,8928,NA,3998.4,NA,NA,434.975,487.08,NA,NA,NA,NA,1584,NA,NA,NA,NA,NA,NA,NA,532,2327.5,2128,7980,1500,93000,I,25150,0,0,V,V,5,0,1,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,16,4,V,V,5,2,0,V,3512.88,3622.5,7378.8561,5580,7297.5,NA,NA,NA,86995,NA,93534,20949.6,42324.3,59236.8,50160,NA,NA,NA,4865,NA,41800,NA,417,8340,417000,417000,I,9700,0,0,0,0,V,V,6,0,1,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,1,0,15,0,0,0,0,19,5,V,V,5,2,0,V,4265.64,7245,16361.1,6696,NA,NA,11491.2,14664,46977.3,130652.7156,101328.5,156153.8292,98301.6,114340.8,119639.52,111090,123321,140800,NA,77350,99699.6,128000,1224,36040,147696,408000,0,17000,11000,16000,0,0,V,V,4,0,1,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,12,0,0,0,0,16,4,V,V,5,2,V,V,301.104,966,1168.65,3124.8,8340,3998.4,NA,15303.717,NA,NA,23383.5,52374,86013.9,179437.9104,93984,NA,NA,NA,NA,145884.48,NA,NA,5143.5,12065,NA,NA,3200,300,V,V,0,0,V,V,4,0,1,0,0,0,2
0,1,0,0,1,0,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,2,0,13,0,0,0,0,12,2,V,V,V,4,V,V,3261.96,NA,NA,NA,NA,11995.2,22982.4,21996,12179.3,12988.8,NA,NA,34132.5,13776,19800,21735,17937.6,27500,15600,27750,18900,NA,0,130,130,NA,11000,3000,0,V,0,0,V,V,9,0,0,0,0,0,4
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,15,0,0,1,0,14,2,I,I,V,2,0,V,2509.2,9660,7011.9,NA,NA,NA,NA,NA,NA,NA,28060.2,32920.8,27306,28929.6,25080,27772.5,39238.5,44000,NA,21420,20900,40000,4080,680,272,0,0,0,0,0,0,0,V,V,14,0,1,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,2,0,14,0,3,I,I,12,2,4,4,V,2,V,V,1179.324,NA,2337.3,NA,NA,19992,28728,27495,26098.5,34095.6,46767,NA,NA,55104,NA,NA,112110,NA,19950,NA,NA,NA,0,0,226100,NA,0,0,20000,V,0,0,V,V,3,0,1,0,0,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,0,0,15,3,I,I,V,2,V,V,NA,144.9,3505.95,6696,8340,3998.4,15321.6,NA,15659.1,24354,NA,25438.8,16383.6,27552,19800,36225,38117.4,53900,NA,13320,31500,NA,650,2080,14300,NA,250,2800,15400,V,0,0,V,V,3,0,1,0,0,0,2
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V,V,V,0,14,6,0,I,I,8,1,V,V,V,2,V,27,501.84,2415,NA,1339.2,NA,NA,8618.4,NA,NA,NA,NA,NA,19114.2,8265.6,NA,2415,NA,NA,5985,NA,2100,NA,0,399,NA,0,2000,0,8000,9200,1,11,11,11,9,1,0,0,0,1,2
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,V,V,V,0,13,10,0,0,0,12,2,V,V,V,6,V,24,1254.6,NA,NA,NA,NA,NA,NA,1649.7,NA,8929.8,NA,4489.2,NA,4132.8,NA,1328.25,28027.5,27500,1170,NA,1155,NA,0,0,79300,NA,2000,0,20500,V,4,37,18,6,15,1,0,0,0,0,6
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,V,V,V,0,14,0,0,I,0,8,1,V,V,V,5,V,26,NA,NA,9349.2,4464,16680,25989.6,NA,31161,20878.8,27601.2,NA,13467.6,1365.3,NA,NA,NA,NA,NA,NA,10440,NA,NA,931,6.65,NA,NA,150,500,V,V,1,2,2,2,7,1,0,0,0,0,5
0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,2,2,0,13,0,33,1,0,11,1,V,V,V,5,V,V,4817.664,1449,NA,NA,14595,21991.2,NA,18330,22618.7,24354,24162.95,14964,17748.9,24796.8,9240,12075,20179.8,11000,13000,14430,10500,NA,0,0,0,NA,0,5600,0,V,0,0,V,V,10,0,0,0,1,0,5
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,V,V,V,0,15,0,0,I,I,5,2,V,V,V,I,0,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1361.36,17952,1768,0,0,0,0,0,0,V,V,I,0,1,0,0,0,NA
0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,V,V,V,NA,14,0,0,1,0,7,0,V,V,V,1,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,V,V,V,0,0,V,V,0,0,NA,NA,NA,NA,1
0,0,0,0,1,0,1,0,1,0,0,0,0,1,D,D,D,0,0,0,0,0,0,1,0,0,1,2,2,0,14,0,0,I,I,12,2,V,V,V,3,V,14,NA,NA,NA,399.528,NA,NA,NA,NA,NA,649.44,857.395,NA,614.385,688.8,3900.6,3622.5,1121.1,NA,NA,NA,3150,NA,0,2394,0,399,0,0,0,0,1,3,3,3,3,1,1,0,0,0,3
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,12,0,0,I,I,14,2,V,V,5,2,V,V,NA,241.5,NA,NA,NA,NA,NA,NA,20878.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,15240,NA,NA,NA,12.7,NA,NA,NA,26750,V,V,V,0,0,V,V,3,0,1,0,1,0,2
0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,2,1,0,13,20,0,0,0,19,4,V,V,4,2,V,V,NA,241.5,NA,0,1042.5,1999.2,NA,4582.5,12179.3,12988.8,15589,14964,13653,11020.8,NA,37432.5,NA,60500,3250,11100,32550,NA,6695,NA,3380,NA,2000,32000,33050,V,0,0,V,V,5,0,1,0,1,0,2
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,1,0,12,3,0,0,0,13,2,V,V,5,2,V,V,NA,NA,NA,NA,NA,5397.84,10533.6,NA,10439.4,16236,23383.5,40402.8,13653,33062.4,23760,19320,NA,22000,7620,26880,NA,NA,635,5080,3048,NA,300,0,0,V,0,0,V,V,7,0,1,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,14,0,0,0,0,16,4,4,4,V,5,V,V,NA,483,8414.28,3348,29190,33986.4,32558.4,2749.5,20878.8,9741.6,26501.3,58359.6,57342.6,81278.4,104280,105052.5,44844,49500,22610,45240,91350,NA,0,6650,37240,7980,8000,63000,37000,46500,0,0,V,V,6,0,0,0,0,0,5
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,12,0,0,0,0,13,2,2,3,V,1,V,V,NA,579.6,NA,NA,1042.5,3998.4,5745.6,18330,NA,29224.8,NA,26935.2,20479.5,6888,29040,NA,NA,NA,NA,5600,NA,NA,381,2286,41910,NA,1500,5000,17000,V,0,0,V,V,6,0,0,0,0,0,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,1,15,0,0,0,0,20,5,V,V,4,2,0,V,3763.8,2415,59014.4877,26784,52125,39984,84443.0832,54990,48717.2,56826,46767,8978.4,5461.2,NA,NA,9660,44844,110000,27200,35700,NA,100000,95200,13600,0,NA,650,0,I,0,0,0,V,V,5,0,0,0,0,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,15,0,0,0,0,16,4,V,V,4,4,0,V,250.92,NA,NA,NA,NA,15993.6,17236.8,27495,43497.5,51955.2,70150.5,97266,106493.4,83344.8,124080,123165,117715.5,NA,10880,53550,103400,NA,952,12240,285600,NA,0,13000,1200,V,0,0,V,V,7,0,0,0,0,0,4
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,V,V,V,0,14,0,0,0,0,18,5,V,V,4,2,V,V,NA,NA,NA,NA,NA,23990.4,NA,NA,NA,21106.8,NA,68834.4,61438.5,NA,72600,78487.5,NA,NA,NA,53360,68250,NA,140049,107730,266000,NA,0,19000,5000,V,0,0,V,V,6,0,1,0,0,0,2
0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,1,0,2,2,2,0,12,0,0,I,I,16,4,V,V,3,2,V,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15589,14964,34132.5,NA,44880,39847.5,NA,NA,NA,NA,NA,NA,0,29527.5,NA,NA,0,7000,V,V,0,0,V,V,5,0,NA,NA,NA,NA,2
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,1,13,0,0,0,0,15,2,V,V,4,2,V,V,2107.728,1279.95,NA,446.4,NA,4998,8618.4,14664,38277.8,21106.8,24162.95,29928,28671.3,30307.2,40920,33810,36884.19,190.3,10400,23310,29400,NA,0,520,585,NA,0,36000,2750,V,0,0,V,V,5,0,1,0,1,0,2
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,1,13,0,0,0,0,15,2,V,V,5,2,V,V,602.208,NA,NA,6696,16680,14994,24897.6,32994,34798,24354,19486.25,17956.8,24575.4,27552,23760,24150,28027.5,44000,23400,19980,21000,NA,4680,1560,487.5,NA,900,21000,7000,V,0,0,V,V,6,0,0,0,0,0,2
