immigrant,female,black,hispanic,white,mixedrace,urban1997,rural1997,never_married,married,separated,divorced,widowed,ever_in_gang,victim_breakin_lt12yrs,victim_bully_lt12yrs,victim_shooting_lt12yrs,victim_breakin_12to18,victim_bully_12to18,victim_shooting_12to18,VictViolentCrime,ms_suspension,hs_suspension,hs_grad,college_degree,ged,special_education_history,bilingual_education_history,gifted_education_history,veteran,age,days_ms_suspension,days_hs_suspension,number_grades_repeated,number_grades_skipped,years_education_completed,highest_degree,SAT_math_score_2007,SAT_verbal_score_2007,ACT_score_2007,number_schools_attended,parent_expectation_in_jail_by20,age_first_incarcerated,income1996IA,income1997IA,income1998IA,income1999IA,income2000IA,income2001IA,income2002IA,income2003IA,income2004IA,income2005IA,income2006IA,income2007IA,income2008IA,income2009IA,income2010IA,income2012IA,income2014IA,income2016IA,income_20,income_25,income_30,income_35,assets_20,assets_25,assets_30,assets_35,debts_20,debts_25,debts_30,debts_35,total_n_incarcerated,total_months_incarcerated,months_longest_incarceration,months_first_incarceration,number_jobs_since20,Incarcerated,RelativeDied,Homeless,HHHospital,HHJail,NumSchoolsAttended,EverSmoke,EverArrested
0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,2,2,0,13,0,3,1,0,10,1,V,V,V,4,V,V,.,.,.,.,834,.,766.0799999999999,.,13919.2,.,12471.2,.,6143.85,8265.6,10560,23063.25,17937.600000000002,27500.000000000004,.,4995,20055,.,1300,650,3250,.,0,0,26126,V,0,0,V,V,7,0,1,0,1,0,4,1,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,I,I,I,0,0,0,0,0,0,1,0,0,2,2,2,1,16,0,0,0,0,16,2,3,3,V,1,V,V,1505.52,724.5,.,.,2085,.,8790.768,9165,.,58449.600000000006,53002.6,62848.8,61438.5,61992,58080,101429.99999999999,.,55000.00000000001,1390,44280,48400,.,556,.,13900,.,0,17700,24000,10000,0,0,V,V,8,0,1,0,0,0,1,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,0,0,16,4,4,2,V,2,V,V,.,.,.,.,.,.,.,18330,20878.800000000003,19483.2,.,32920.8,72360.9,75768,85800,123164.99999999999,124442.1,136400,.,25520,107100,.,931,.,35910,212800,0,31000,41400,3000,0,0,V,V,5,0,1,0,0,0,2,0,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V,V,V,0,13,0,0,I,I,9,0,V,V,V,2,V,V,.,.,.,178.56,1000.8000000000001,.,3830.3999999999996,.,24358.600000000002,24354,.,29928,61438.5,.,.,.,.,.,.,49950,.,.,910,650,0,.,0,100,0,V,0,0,V,V,3,0,1,0,0,0,2,0,0
1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,2,2,2,1,16,0,3,0,0,14,3,V,V,V,2,0,V,2250.7524,.,.,17856,22935,.,.,45825,52197.00000000001,58449.600000000006,46767,52374,48877.74,48216,47520,77280,65023.8,67100,15290,44280,39600,58580,1390,11815,33360,55600,10000,300,19000,9600,0,0,V,V,4,0,0,0,0,0,2,1,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,2,1,1,12,6,0,0,0,16,3,3,4,V,2,V,V,.,.,.,.,.,.,28728,12831,26098.500000000004,32472,15589,.,49150.8,55104,59400,.,33633,50600.00000000001,19050,44800,30300,.,920.75,12065,76200,.,500,1000,0,V,0,0,V,V,5,0,1,0,0,0,2,1,0
0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,.,1,1,1,0,0,2,2,2,0,16,6,6,I,I,15,2,4,4,V,4,0,V,.,16905,.,3348,.,.,.,.,.,.,.,47884.8,57342.6,.,59400,44677.5,44844.00000000001,.,.,.,49500,40400,695,347.5,9730,139,10000,0,11300,4100,0,0,V,V,4,0,.,.,.,.,4,1,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,1,0,15,2,1,3,V,2,V,V,.,241.50000000000003,2227.4469000000004,1785.6000000000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,971.1,390,.,0,0,350,V,0,0,V,V,0,0,1,0,0,0,2,1,0
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,0,14,0,0,I,I,16,4,4,3,I,2,V,V,.,.,.,.,5212.5,.,34473.6,38493,34798,30848.4,3117.8,29928,53246.7,59236.799999999996,55440,54337.49999999999,66144.90000000001,64900.00000000001,23940,23200,47250,.,7980,5320,3325,39900,0,35000,13000,1200,0,0,V,V,5,0,0,0,0,0,2,1,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,12,0,0,0,0,12,2,V,V,V,3,V,V,.,.,.,.,208.5,1599.36,2068.416,.,.,.,.,32322.24,25558.416,14878.08,17424,26564.999999999996,13453.2,7700.000000000001,.,12096,12120,.,0,2794,5334,.,0,0,1700,V,0,0,V,V,1,0,0,0,0,0,3,0,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,15,0,0,I,I,.,I,V,V,5,2,0,V,.,.,.,446.40000000000003,.,.,957.5999999999999,733.1999999999999,3131.82,974.1600000000001,1247.1200000000001,2992.8,2730.6,5510.4,.,6037.499999999999,39238.5,7700.000000000001,.,952,.,7000,0,0,0,0,0,78,0,0,0,0,V,V,6,0,0,0,1,0,2,1,0
0,1,1,0,0,0,1,0,.,.,.,.,.,0,0,1,0,1,1,0,0,0,0,1,0,0,2,2,2,0,16,0,0,0,0,16,2,5,6,V,1,0,V,539.478,724.5,.,.,2502,29988,38304,.,.,.,15589,.,.,.,.,.,.,.,1668,.,.,.,0,695,2085,834,0,7500,2500,0,0,0,V,V,7,0,1,0,0,0,1,0,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,0,0,16,4,4,3,4,1,V,V,.,.,701.19,.,.,7996.8,1532.1599999999999,.,17399,37342.8,43649.200000000004,46388.4,45054.9,67502.4,66000,65204.99999999999,67266,68200,1064,35960,56700,.,266,8512,4921,1596,0,9000,22150,30127,0,0,V,V,6,0,1,0,0,0,1,0,0
0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,I,I,20,5,I,6,4,I,R,V,2007.36,5216.4000000000005,.,.,5212.5,5997.5999999999995,22982.399999999998,60489,66116.20000000001,56826,.,73323.6,65534.4,68880,72600,65204.99999999999,67266,79200,3475,43050,60500,60600,.,13900,4170,695,I,34000,45000,38000,0,0,V,V,7,0,1,0,0,0,.,0,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,I,I,17,4,3,4,4,2,V,V,.,.,70.119,.,4170,3998.4,.,.,.,32472,31178,37410,35497.8,37195.2,40260,50714.99999999999,56055.00000000001,70950,.,29000,44100,.,1064,1330,7315,5320,90,41000,47000,45000,0,0,V,V,11,0,1,0,1,0,2,0,0
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,2,2,0,12,2,0,V,V,12,2,V,V,3,3,V,V,.,.,.,.,4170,.,7660.799999999999,.,.,29224.800000000003,48325.9,37410,45054.9,48216,59400,66412.5,67266,.,.,39200,60600,.,0,5715,69850,.,13500,27800,45000,V,0,0,V,V,3,0,1,0,0,0,3,0,0
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,.,.,.,.,0,0,1,0,0,V,V,V,0,12,0,0,I,I,12,2,V,V,V,2,V,30,.,.,.,.,.,.,.,.,.,.,.,13317.960000000001,38228.4,.,.,.,.,.,.,.,.,.,635,0,0,.,0,17500,0,V,1,54,54,54,8,1,.,.,.,.,2,0,0
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,2,0,15,2,0,0,0,18,4,V,V,3,2,0,V,1380.06,2415,2337.3,5580,.,7996.8,19152,.,120648.1458,32472,59238.200000000004,59856,46420.2,33062.4,26400,53129.99999999999,44844.00000000001,27500.000000000004,5440,45220,22000,25000,.,.,8894.4,9248,0,I,43000,45000,0,0,V,V,10,0,1,0,1,0,2,0,0
1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,2,2,0,16,0,4,0,0,18,4,V,V,5,2,20,V,752.76,.,4674.6,6696,35445,.,38304,.,.,29224.800000000003,25467.7493,.,.,30307.2,23760,45885,51570.600000000006,74800,23630,22140,19800,46460,695,417,347.5,.,4000,20000,42500,72000,0,0,V,V,25,0,1,0,0,0,2,1,1
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,16,0,0,0,0,12,2,1,3,V,2,0,V,.,.,12153.960000000001,.,.,38384.64,35048.159999999996,.,.,40590,38972.5,20949.600000000002,31401.899999999998,41328,27720,30187.499999999996,22422.000000000004,27500.000000000004,.,30750,23100,20200,0,.,126351,118845,0,18000,1000,7750,0,0,V,V,5,0,1,0,0,0,2,0,0
1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,V,V,V,0,14,28,0,I,I,9,0,V,V,V,4,V,V,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,278,V,V,V,0,0,V,V,0,0,1,0,0,0,4,0,0
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,16,0,0,0,0,16,4,6,3,V,2,0,V,752.76,.,.,.,20850,33986.4,34473.6,54990,6089.6500000000005,56826,68591.6,71827.2,69630.3,75768,69960,63997.49999999999,66144.90000000001,66000,13900,43050,58300,59590,0,0,27105,113980,40000,48000,53000,55000,0,0,V,V,4,0,0,0,0,0,2,0,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,I,I,I,0,16,2,7,I,I,12,2,V,V,V,1,0,V,.,1207.5,5193.480600000001,26784,33360,.,34473.6,.,31318.2,47084.4,.,17956.8,24575.4,26174.399999999998,23760,27772.499999999996,31390.800000000003,47300.00000000001,22240,35670,19800,28280,417,2432.5,0,4865,10000,I,0,0,0,0,V,V,11,0,0,0,0,0,1,1,1
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,I,I,I,0,16,0,0,0,0,12,2,V,V,V,2,0,27,15055.199999999999,.,1636.1100000000001,7812,6255,47980.799999999996,.,23829,2087.88,8118,.,.,16383.6,.,14520,.,4484.4000000000005,13200.000000000002,4170,6150,12100,4040,0,.,27800,16680,50,0,0,0,1,1,1,1,I,1,1,0,1,0,2,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2,2,0,16,0,0,0,0,20,2,1,3,2,2,0,V,.,33925.920000000006,28047.600000000002,2678.4,20850,19992,28728,14664,41757.600000000006,.,43649.200000000004,31125.120000000003,27306,.,.,1207.5,.,.,13900,.,.,.,1112,.,0,903.5,600,I,0,3000,0,0,V,V,I,0,0,0,0,0,2,0,0
1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1,15,0,0,0,0,20,5,V,V,V,2,0,V,.,.,934.9200000000001,.,.,.,.,.,24358.600000000002,27601.2,19330.36,29928,.,59236.799999999996,62040,56752.49999999999,56055.00000000001,59400.00000000001,.,14756,51700,54000,4080,.,30736,4080,0,700,82500,43000,0,0,V,V,7,0,1,0,0,0,2,0,0
1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,V,V,V,0,13,0,0,I,I,14,2,I,I,V,3,V,V,501.84,.,.,.,.,.,11491.199999999999,.,26098.500000000004,38966.4,35854.700000000004,61352.4,47785.5,48216,75240,70880.25,59978.850000000006,50600.00000000001,.,38850,61635,.,0,10400,33150,.,40960,55000,18000,V,0,0,V,V,8,0,1,1,0,0,3,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,2,2,2,1,16,0,0,0,0,19,4,3,2,V,3,0,V,2007.36,.,4674.6,44640,37530,.,.,.,.,51955.200000000004,54561.5,26935.2,23210.1,.,27878.399999999998,38640,41480.700000000004,61600.00000000001,25020,39360,23232,37370,2780,.,6950,2780,9700,6500,26000,95000,0,0,V,V,4,0,1,0,0,0,3,1,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2,2,1,1,15,0,0,0,0,16,4,3,3,V,1,0,V,250.92,.,.,26784,.,19192.32,61286.399999999994,49491,59156.600000000006,37342.8,.,.,.,.,.,.,.,33000,13056,.,.,30000,8160,408,1360,408000,8000,3000,2700,73000,0,0,V,V,5,0,1,0,0,0,1,1,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,V,V,V,0,14,0,0,0,0,18,5,6,6,V,3,V,V,.,.,.,6696,18765,17992.8,19152,45825,52197.00000000001,.,93534,104748,68265,82656,105600,120508.49999999999,84082.50000000001,.,13300,81200,104790,.,1197,38570,102410,359100,25000,98000,85000,93500,0,0,V,V,6,0,1,0,0,0,3,0,0
0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,12,0,0,0,0,16,2,V,V,V,2,V,V,.,.,.,.,.,.,.,.,.,2435.4,.,56863.200000000004,54612,44083.2,26400,78487.5,44844.00000000001,55000.00000000001,.,35840,40400,.,508,127635,1143,.,800,48800,21145,V,0,0,V,V,10,0,1,0,1,0,2,0,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,15,0,0,0,0,17,4,3,4,4,2,0,V,.,241.50000000000003,.,187.488,625.5,1339.464,.,.,434.975,37342.8,.,56863.200000000004,53246.7,50282.4,67320,.,65023.8,80300,911.2,.,56100,73000,1360,.,36720,125120,0,35500,43350,17500,0,0,V,V,3,0,0,0,1,1,2,0,0
1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,15,0,0,0,0,14,2,V,V,V,2,0,V,.,.,4674.6,.,.,.,40219.2,45825,52197.00000000001,61696.8,.,97266,99666.9,121228.8,118800,121957.49999999999,117715.50000000001,107800.00000000001,.,.,99000,98000,2992,.,112200,.,0,29000,22000,I,0,0,V,V,2,0,0,0,1,0,2,0,0
1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,2,2,0,13,0,0,0,0,13,2,V,V,V,4,V,25,175.64399999999998,724.5,.,.,.,.,.,.,.,19483.2,20265.7,16460.4,30036.6,.,23760,21735,96414.6,.,.,24420,18900,.,0,0,23400,.,I,0,0,V,1,1,1,1,11,1,1,0,0,0,4,1,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,2,0,12,2,0,I,I,12,2,V,V,V,3,V,V,.,.,.,.,.,.,1915.1999999999998,5.499,1304.9250000000002,.,.,.,.,.,.,.,.,.,952.5,.,.,.,0,0,0,.,0,0,0,V,0,0,V,V,1,0,1,0,1,0,3,1,0
1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,2,2,0,16,0,6,0,0,12,2,V,V,V,3,0,V,.,.,.,178.56,.,1599.36,23055.1776,6232.2,4965.6746,.,19486.25,19453.2,20752.56,2755.2,17160,24121.019999999997,.,.,.,.,14300,.,417,.,69.5,.,4500,0,120,V,0,0,V,V,4,0,1,0,0,1,3,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,2,2,0,14,0,0,I,I,16,4,4,3,V,2,V,V,.,.,3739.6800000000003,3348,3127.5,.,.,14664,8699.5,9741.6,9353.4,64345.200000000004,58707.9,27552,19800,28979.999999999996,33633,38500,.,49880,25200,.,266,.,1064,133,5000,31800,20500,15000,0,0,V,V,7,0,1,0,1,0,2,0,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,14,0,0,0,0,16,4,5,4,V,1,V,V,.,.,.,.,2085,.,.,2016.3,.,.,3117.8,62848.8,80552.7,82656,99000,84525,84082.50000000001,93500.00000000001,.,48720,73500,.,0,.,114380,223440,0,5090,26000,10000,0,0,V,V,3,0,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,15,0,0,V,V,16,2,4,3,V,V,V,V,.,.,.,.,.,.,.,.,.,.,.,.,40959,.,19800,.,.,25300.000000000004,.,.,16500,23000,0,0,0,136,0,0,16000,12000,0,0,V,V,4,0,0,0,0,0,.,0,0
0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,I,I,I,0,14,0,0,I,I,12,2,2,2,V,2,V,V,.,.,.,.,.,0,.,27495,26098.500000000004,16236,20265.7,.,17748.9,.,.,.,.,26400.000000000004,.,.,.,.,0,3351.6,1995,43890,0,18000,5000,0,0,0,V,V,4,0,0,0,0,0,2,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,1,12,0,0,0,I,12,2,I,I,V,3,V,V,.,1207.5,584.325,.,.,.,.,13747.5,41757.600000000006,32472,46767,82302,61438.5,61992,59400,66412.5,61660.50000000001,62700.00000000001,30480,50400,55550,.,3810,3810,3810,.,12600,700,28000,V,0,0,V,V,2,0,1,0,0,0,3,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,V,V,V,0,14,10,0,0,0,20,4,4,5,V,2,V,V,.,.,934.9200000000001,.,.,3998.4,5745.5999999999995,.,8699.5,22730.4,67032.7,7482,6143.85,64747.2,48840,.,70068.75,66000,3990,5800,.,.,1995,.,4788,1596,0,4700,12700,54000,0,0,V,V,6,0,0,0,1,0,2,1,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.,0,0,1,1,0,2,2,2,0,15,0,0,V,V,16,4,4,2,4,V,V,V,.,.,.,.,18765,.,19152,49491,46977.3,.,48325.9,28431.600000000002,28671.3,26174.399999999998,22440,37432.5,38117.4,.,.,36890,18700,.,1088,2380,3808,.,23000,5000,3000,V,0,0,V,V,4,0,.,.,.,.,.,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.,0,0,1,0,0,2,2,2,0,13,0,0,V,V,12,2,V,V,V,2,V,V,.,.,.,.,1668,.,15321.599999999999,27495,24358.600000000002,.,31178,31424.4,34132.5,34440,39600,.,56055.00000000001,66000,19500,27750,.,.,0,520,27625,.,0,0,0,V,0,0,V,V,3,0,.,.,.,.,2,0,0
1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,.,1,0,1,0,0,V,V,V,0,14,2,0,0,I,13,2,I,I,V,I,V,V,.,.,.,22320,31275,.,13406.4,54990,36537.9,.,45208.1,52374,43689.6,50971.2,47520,67620,76234.8,68200,9310,40600,58800,.,665,.,.,106400,25000,24100,18000,6000,0,0,V,V,9,0,.,.,.,.,.,1,0
1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,V,V,V,0,12,9,0,2,0,9,0,V,V,V,2,V,V,.,.,.,.,.,.,.,18330,.,8118,5456.1500000000005,10482.282000000001,7509.15,27552,.,.,5829.72,.,.,22400,5252,.,0,0,0,.,400,0,0,V,0,0,V,V,5,0,1,0,0,0,2,1,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,2,0,13,0,0,I,I,15,2,1,1,V,2,V,V,.,.,.,.,.,.,2872.7999999999997,18330,13919.2,33283.8,35542.92,38756.76,35327.1375,46838.4,42240,32602.499999999996,28027.500000000004,38500,13000,28721.25,28350,.,3510,7605,19500,.,2100,17350,7400,V,0,0,V,V,6,0,1,0,0,0,2,0,0
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2,0,13,4,0,I,I,15,2,4,I,V,2,V,V,.,483.00000000000006,0,.,3336,2598.96,574.56,.,8699.5,19483.2,23383.5,17956.8,13653,26174.399999999998,25080,26564.999999999996,31390.800000000003,34100,.,11100,23100,.,0,650,0,.,0,0,0,V,0,0,V,V,10,0,1,0,1,0,2,0,0
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,1,0,15,0,0,I,I,16,4,6,4,3,2,0,V,878.2199999999999,.,.,.,.,.,.,2749.5,3479.8,40590,38972.5,31424.4,42324.3,56481.6,52800,51922.49999999999,52691.700000000004,38500,.,29750,44000,35000,408,748,8982.8,44608,0,0,2000,7000,0,0,V,V,9,0,1,0,1,0,2,0,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,2,0,16,0,0,I,I,12,2,V,V,V,2,0,V,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,V,V,0,0,1,0,1,1,2,0,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,I,I,I,0,0,1,0,0,0,0,0,0,2,2,2,0,16,0,0,0,0,11,2,2,4,2,2,0,23,.,6037.5,28047.600000000002,.,.,15993.6,24897.6,.,26098.500000000004,16236,18706.8,22446,13653,11020.8,26400,14489.999999999998,20179.800000000003,33000,.,12300,22000,18180,0,10425,695,556,0,1100,0,0,1,1,1,1,8,1,1,0,1,1,2,1,1
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,2,0,13,12,0,1,0,8,1,V,V,V,5,V,30,.,.,467.46000000000004,.,.,.,11491.199999999999,9165,.,30036.600000000002,15589,34417.200000000004,13653,41328,19800,13282.499999999998,40920.15,11000,6500,11100,11550,.,0,0,0,.,500,0,0,V,1,1,1,1,11,1,1,0,1,1,5,0,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,I,I,I,0,13,0,0,0,0,18,5,3,3,V,3,V,V,.,.,.,.,.,13994.4,11491.199999999999,5499,.,487.08000000000004,7794.5,29928,27306,34440,52800,217749.68249999997,238391.82510000002,55000.00000000001,3900,22200,189347.55,.,0,1560,0,.,0,8000,25000,V,0,0,V,V,6,0,0,0,0,0,3,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.,.,.,.,0,1,1,0,0,2,2,1,0,16,0,2,0,0,14,3,V,V,V,2,0,V,5018.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,217749.68249999997,63902.700000000004,66000,.,.,.,57570,.,.,8340,12788,V,V,22000,3000,0,0,V,V,3,0,.,.,.,.,2,1,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,V,V,V,0,14,0,0,0,0,17,4,5,5,V,2,V,V,125.46,.,.,.,.,.,13406.4,.,.,.,12471.2,.,.,.,29040,.,62781.600000000006,.,9310,.,.,.,478.8,1064,11970,.,0,2600,I,V,0,0,V,V,6,0,1,0,1,0,2,1,0
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,V,V,V,0,15,0,0,I,I,12,2,5,5,V,2,0,V,1003.68,.,2337.3,.,10425,2998.7999999999997,.,14664,.,24354,.,50877.6,46420.2,52348.799999999996,80520,48299.99999999999,47086.200000000004,44000,2040,.,67100,40000,2312,36720,36040,13600,17000,2000,5000,20000,0,0,V,V,5,0,0,0,0,0,2,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,1,0,16,0,0,0,0,16,4,5,5,4,3,0,V,.,.,18698.4,.,22935,29988,38304,32994,48717.200000000004,69814.8,63914.9,62848.8,75091.5,99187.2,73920,94185,87445.8,86900,15290,52890,61600,78780,695,125795,13900,54210,500,35200,46900,41800,0,0,V,V,3,0,0,0,0,0,3,1,0
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,1,0,12,0,0,I,I,19,4,V,V,I,3,V,V,.,.,.,0,1876.5,5997.5999999999995,.,13747.5,16529.050000000003,8118,18706.8,17956.8,13653,17908.8,15840,26564.999999999996,5605.500000000001,16500,12065,14560,5050,.,0,.,102870,.,7000,60000,78000,V,0,0,V,V,11,0,0,0,0,0,3,1,0
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,16,0,0,V,V,11,0,1,4,I,V,V,V,.,.,.,.,.,35985.6,34473.6,34827,73075.8,81180,76386.1,73323.6,49150.8,.,52800,60374.99999999999,.,.,.,61500,44000,.,0,15985,3475,.,0,25000,34000,V,0,0,V,V,5,0,1,0,0,0,.,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,14,0,0,V,V,13,2,V,V,V,V,V,V,1580.7959999999998,.,.,0,.,.,.,.,78295.5,56826,46767,67338,81918,.,39600,78487.5,.,44000,.,52200,68250,.,10640,19285,7980,6916,6000,14000,55000,30000,0,0,V,V,3,0,1,0,0,0,.,1,0
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2,1,13,2,0,V,V,14,2,V,V,V,3,V,32,.,.,.,2232,417,1199.52,.,21996,.,.,.,8978.4,31401.899999999998,.,54120,48299.99999999999,52691.700000000004,29700.000000000004,15600,25530,42000,.,22750,390,5200,.,7500,4000,15800,V,3,14,8,4,5,1,0,0,0,0,3,1,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,V,V,V,0,16,40,6,0,0,8,0,V,V,V,3,50,16,.,10867.5,1519.2450000000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,936.86,0,0,0,0,I,2,19,13,6,0,1,0,0,0,1,3,1,1
0,0,1,0,0,0,1,0,1,0,0,0,0,0,R,R,R,0,0,1,0,1,1,0,0,0,I,I,I,0,16,35,20,1,1,8,0,V,V,V,3,50,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1320,.,.,.,.,.,1100,.,0,0,0,0,0,0,0,0,4,155,82,33,2,1,1,0,0,1,3,1,0
0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,0,15,76,0,I,0,8,1,V,V,V,3,0,V,1003.68,.,.,.,.,.,.,36660,.,.,.,.,7743.9816,.,.,.,.,15400.000000000002,.,.,.,14000,0,0,0,0,0,7000,17500,0,0,0,V,V,6,0,1,0,0,1,3,1,1
